School_Year,School_Name,Teacher_Name,Student_ID,Current_Grade,Test_Date,Test_Type,Scaled_Score,Percentile_Rank,Current_SGP
2020-2021 School Year,Kipp Columbus Primary,,2996,K,1/20/2021,,,,
2020-2021 School Year,Kipp Columbus Primary,,2992,K,1/19/2021,,,,
2020-2021 School Year,Kipp Columbus Primary,,2984,K,1/19/2021,,,,
2020-2021 School Year,Kipp Columbus Primary,,2982,K,1/19/2021,,,,
2020-2021 School Year,Kipp Columbus Primary,,2980,K,1/19/2021,,,,
2020-2021 School Year,Kipp Columbus Primary,,2977,K,1/14/2021,,,,
2020-2021 School Year,Kipp Columbus Primary,,2975,K,1/20/2021,,,,
2020-2021 School Year,Kipp Columbus Primary,,2973,K,1/20/2021,,,,
2020-2021 School Year,Kipp Columbus Primary,,2971,K,1/20/2021,,,,
2020-2021 School Year,Kipp Columbus Primary,,2970,K,9/14/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2969,K,1/19/2021,,,,
2020-2021 School Year,Kipp Columbus Primary,,2965,K,1/19/2021,,,,
2020-2021 School Year,Kipp Columbus Primary,,3008,K,1/20/2021,,,,
2020-2021 School Year,Kipp Columbus Primary,,2954,K,1/20/2021,,,,
2020-2021 School Year,Kipp Columbus Primary,,2953,K,1/19/2021,,,,
2020-2021 School Year,Kipp Columbus Primary,,2948,K,1/19/2021,,,,
2020-2021 School Year,Kipp Columbus Primary,,2947,K,1/19/2021,,,,
2020-2021 School Year,Kipp Columbus Primary,,2946,K,1/19/2021,,,,
2020-2021 School Year,Kipp Columbus Primary,,2944,K,11/19/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2943,K,11/9/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2941,K,11/9/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2940,K,11/9/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2939,K,11/9/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2937,K,11/10/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2935,K,11/9/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2930,K,9/15/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2928,K,1/19/2021,,,,
2020-2021 School Year,Kipp Columbus Primary,,2927,K,11/11/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2924,K,9/14/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2922,K,11/10/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2920,K,11/12/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2907,K,11/10/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2906,K,9/14/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2905,K,1/6/2021,,,,
2020-2021 School Year,Kipp Columbus Primary,,2903,K,11/12/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2901,K,9/15/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2900,K,11/9/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2893,K,11/9/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2891,K,9/14/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2889,K,9/14/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2886,K,11/9/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2883,K,11/10/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2880,K,11/9/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2872,K,11/9/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2890,K,11/11/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2870,K,9/14/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2867,K,11/9/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2860,K,11/10/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2858,K,11/11/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2857,K,11/9/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2856,K,11/9/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2855,K,10/14/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2852,K,11/9/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2850,K,11/13/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2849,K,11/9/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2848,K,11/9/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2842,K,9/14/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2838,K,9/14/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2836,K,11/12/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2833,K,11/10/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2829,K,9/18/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2828,K,11/10/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2827,K,11/10/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2825,K,9/14/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2823,K,11/9/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2821,K,9/18/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2820,K,11/12/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2819,K,11/9/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2817,K,11/11/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2812,K,9/14/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2810,K,11/9/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2809,K,1/20/2021,,,,
2020-2021 School Year,Kipp Columbus Primary,,2801,K,11/10/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2800,K,11/9/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2799,K,9/16/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2797,K,9/21/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2796,K,9/14/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2791,K,11/11/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2789,K,11/9/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2787,K,9/14/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2786,K,9/14/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2781,K,11/10/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2780,K,11/9/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2779,K,11/10/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2778,K,11/9/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2777,K,9/14/2020,,,,
2020-2021 School Year,Kipp Columbus Primary,,2776,K,11/11/2020,,,,
